"Symbol","InstrType","Comment","PriceIn","BaseFileName","LotSize","Ask","Bid","Slippage","Spread","SwapLong","SwapShort","Commission","RateToUSD","RateToEUR","RateToGBP","RateToJPY","SwapType","CommissionType","CommissionScope","CommissionTime","Digits","Point","Pip","IsFiveDigits","StopLevel","TickValue","MinLot","MaxLot","LotStep","MarginRequired","RSI_14_1D","RSI_14_30m","PrvsDyCls","minClose","5minClose","15minClose","RSI_14_4Hr","ATR14_D","Preious2MinClose","Preious3MinClose","Preious4MinClose","vwma"
EURSEK.,1,"Currencies~!Scandinavians~!Euro vs Swedish Krone",SEK,EURSEK.,100000,10.92339000,10.92104000,0,235.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,71.986932,73.473407,10.722650,10.907980,10.879740,10.879740,79.034142,0.098097,10.896030,10.888540,10.879740,0.000000,,
USDCZK.,1,"Currencies~!Exotic~!US Dollar vs Czech Koruna",CZK,USDCZK.,100000,23.23530000,23.21140000,0,239.00,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,4,0.0001,0.0000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,60.232035,72.593559,22.867200,23.184600,23.304300,23.304300,81.112964,0.309814,23.217200,23.219100,23.304300,0.000000,,
GBPILS.,1,"Currencies~!Exotic~!Great Britan Pound vs  Israeli Shekel",ILS,GBPILS.,100000,4.61619000,4.61351000,0,268.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,64.572560,0.000000,4.564210,4.613410,4.603610,4.603610,58.404230,0.070049,4.600810,4.608910,4.603610,0.000000,,
USDHUF.,1,"Currencies~!Exotic~!US Dollar vs Hungarian Forint",HUF,USDHUF.,100000,300.37800000,300.11800000,0,260.00,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000,0,0,0,1,3,0.001,0.000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,44.567679,56.707681,298.361000,299.855000,301.280000,301.280000,64.085641,3.956714,300.414000,300.299000,301.280000,0.000000,,
USDILS.,1,"Currencies~!Exotic~!US Dollar vs Israeli Shekel",ILS,USDILS.,100000,3.63874000,3.63667000,0,207.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,86.260014,77.071854,3.562560,3.635490,3.637560,3.637560,89.609441,0.038209,3.634910,3.635390,3.637560,0.000000,,
USDMXN.,1,"Currencies~!Exotic~!US Dollar vs Mexican Peso",MXN,USDMXN.,100000,22.10286000,22.06383000,0,3903.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,90.754796,0.000000,21.396910,22.071160,22.113610,22.113610,74.020175,0.612697,22.136270,22.158240,22.113610,0.000000,,
USDNOK.,1,"Currencies~!Scandinavians~!US Dollar vs Norweigen Krone",NOK,USDNOK.,100000,10.08749000,10.08121000,0,628.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,85.088256,0.000000,9.693250,10.069180,10.096350,10.096350,85.013455,0.156803,10.066260,10.081570,10.096350,0.000000,,
USDPLN.,1,"Currencies~!Exotic~!US Dollar vs Polish Zloty",PLN,USDPLN.,100000,3.86904000,3.86811000,0,93.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,50.396489,63.509340,3.838750,3.861940,3.880250,3.880250,69.633220,0.044309,3.868260,3.866480,3.880250,0.000000,,
USDRON.,1,"Currencies~!Exotic~!US Dollar vs Romanian RON",RON,USDRON.,100000,4.27877000,4.27877000,0,0.00,0.000000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0,0,0,1,5,0.00001,0.00000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,40.085909,0.000000,4.272010,4.274360,4.299800,4.299800,58.395469,0.041139,4.281910,4.281930,4.299800,0.000000,,
USDRUB.,1,"Currencies~!Exotic~!US Dollar vs Russian Ruble",RUB,USDRUB.,100000,74.76540000,74.72710000,0,383.00,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,4,0.0001,0.0000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,74.389618,0.000000,72.922100,74.827500,75.011600,75.011600,69.893061,2.008036,74.967100,74.939600,75.011600,0.000000,,
